fight_id,a_open,a_close,b_open,b_close
f7865e5a6d009a87,1.41667,1.42373,2.98,2.92
99fd8396cbe1df03,1.4,1.31546,3.1,3.49
93026443e5140415,1.5,1.35842,2.7,3.23
958799d957945a3a,1.54054,2.45,2.6,1.57471
04e2d50c24a88dbd,1.66667,1.62112,2.3,2.34
25da52bc590ef664,2.05,1.54054,1.8,2.54
e36a5d4d53b97d4e,3.0,2.56,1.42553,1.53191
2d8db91f91f68069,1.45455,1.47619,2.85,2.73
ea63f56779100678,1.33333,1.38462,3.5,3.08
528c208293bdef13,1.5,1.25575,2.7,4.02
8cd583f6d10692bc,1.37037,1.27473,3.3,3.82
8aa16cc1ba99aac1,1.63291,1.14793,2.34,5.65
70b8d357e89383bd,1.44444,1.36364,2.9,3.21
23eec2d9cb2d78cd,1.57143,2.24,2.5,1.66667
463fac0e48505b62,1.66667,1.625,2.3,2.31
226884e46a10865d,1.58824,1.46948,2.45,2.74
3b06c512abfa0494,1.4878,1.51282,2.75,2.64
26fbee4ed13ff35d,2.4,2.04,1.625,1.7874
b70313eae7c24b27,1.57143,1.5848,2.5,2.42
5cad3ab6553e9ec9,1.68966,1.82645,2.25,2.0
b55de7d791b9f62d,1.66667,1.2809,2.3,3.75
9cb78122a23e6a7d,1.90909,2.15,1.90909,1.71942
b400c29fbeee0206,1.8,2.32,2.05,1.62893
f10c2c84652ef573,2.25,1.50761,1.68966,2.63
e786542667fdecf0,1.52632,2.22,2.65,1.68966
cddd3d4febe097f8,2.55,2.56,1.54054,1.53476
5ba543efdce072f5,1.4,1.34014,3.1,3.36
80f65ee9b6f8d63b,1.40816,1.53191,3.1,2.58
453283e947919ff7,1.64516,1.93458,2.35,1.87719
44a55ba1de2b30e2,3.85,4.76,1.28571,1.19608
9687021e5c4d092a,1.58824,1.38168,2.45,3.1
5da7168ac2ff0e1d,2.1,1.4717,1.76923,2.74
4047c2e259529179,2.0,1.64935,1.76923,2.28
0a0beb5aa9810de4,1.95238,2.61,1.86957,1.51282
ca8f73d038c4d6e7,1.38462,1.33003,3.2,3.41
bb42336d6417914c,2.24,2.49,1.68493,1.55866
18a1617ee7356352,1.73529,1.60976,2.16,2.37
238832b58a66ae07,1.55556,1.625,2.55,2.34
388adad23aaa9d39,1.90909,1.64516,1.90909,2.3
81c22cfa22002ea4,1.33333,1.64516,3.5,2.28
b1e048825b5bbe1c,1.4,1.2584,3.1,3.97
a0ba726da4a50458,1.33333,1.22573,3.5,4.32
3bebd99d5f94bec7,1.68966,1.38168,2.25,3.12
19e742ccaa09cf08,1.37037,1.31348,3.3,3.49
c16bda7548181613,2.7,1.9434,1.5,1.86957
821bef3a3394dd96,2.7,2.78,1.5,1.45662
6708f3a32861038a,1.5,1.57803,2.7,2.45
dc0ab34f1952cb48,1.30303,1.15129,3.65,5.61
9a8964b148cb5923,3.85,4.23,1.28571,1.23529
394b0347b0438622,1.90909,1.19048,1.90909,4.91
15311d4b33d93004,1.66667,2.01,2.3,1.82645
313b85fe82b2ba80,1.54348,1.24631,2.54,4.11
7c6ed5b3d830d0cb,1.66667,1.51546,2.3,2.59
88c6e7f71b79fd65,1.68966,1.60606,2.25,2.39
7458a37feabf8788,1.5988,1.55556,2.34,2.4
278b965694e563b2,1.74074,2.17,2.15,1.70922
9e52a67410f2c879,1.90909,1.78125,1.90909,2.05
313c36ce9bde6cf6,1.625,1.50761,2.4,2.62
7d4e49d8a6678157,1.4878,1.69444,2.75,2.19
9d61012a6020516e,2.85,2.87,1.45455,1.43478
a2ebb5f86eb64f22,1.64516,1.27701,2.35,3.8
c020ccbd7cdefb6e,1.625,1.3861,2.4,3.07
8390441d93736719,1.8,1.9434,2.05,1.87719
6a902b97ac98c283,1.71429,2.03,2.2,1.81967
fc4939b3c9071e66,2.8,2.85,1.47619,1.44053
80ac36a9dbc4b1a1,1.5,1.3861,2.7,3.09
397dd9a8694ef413,1.5,1.2008,2.7,4.7
60d9d50b763adc62,1.44444,1.76336,2.9,2.09
8289033e03b4d9a3,2.85,3.9,1.45455,1.26954
88455c967a7ef6fc,1.66667,1.54645,2.3,2.53
430309e0f8a315d5,2.3,2.09,1.66667,1.76923
f466cd99d02644e9,1.66667,2.0,2.3,1.82645
5f4a107d930e4852,1.55556,1.5814,2.55,2.44
fd49f89b9d97566b,1.76923,1.45249,2.08,2.8
4305cb30533dac77,1.66667,1.58824,2.3,2.43
049ad6d87b42eba8,1.16667,1.15949,5.0,5.49
d7a7ba46c4f075d7,2.3,1.89286,1.66667,1.93458
f115a91066a77ee7,2.3,1.54645,1.66667,2.53
c94b153951be7590,3.1,2.85,1.4,1.44248
4a116a55ffaa0d64,3.5,2.63,1.33333,1.51282
50eed57ea1390e16,1.52632,1.34014,2.65,3.36
a7eaf7b101166d3e,1.33333,1.18349,3.5,5.05
4047e98132306cd5,1.68493,1.52083,2.24,2.59
0308bcdd00cc72e2,2.5,2.06,1.57143,1.7874
12a33d16e1d4e2d9,1.66667,1.86957,2.3,1.95238
39dccca8e8083072,3.1,3.54,1.4,1.31153
98411542ca0e847d,1.57143,1.65359,2.5,2.28
459bc7c0b47719c3,1.64516,1.54054,2.35,2.55
4d8d1701c43c5fea,1.57143,1.50761,2.5,2.63
57775c8af89007c7,2.1,1.56818,1.76923,2.46
99ac96bb67e5c5e4,1.44444,1.29326,2.9,3.68
1c85003f6ec59c9d,1.64516,1.30395,2.35,3.61
0e2c7ec02a095813,1.4878,2.29,2.75,1.64103
72c3e5eacde4f0e5,1.4,1.38023,3.1,3.14
5a1ce88ec1f75160,1.625,1.47619,2.4,2.73
52f87252af59e23b,1.95238,1.66225,1.86957,2.28
96b62bd56b252bab,1.36364,1.51282,3.35,2.62
058c2724dec1add1,1.25,1.16722,4.0,5.34
579b5770129b328a,1.90909,2.49,1.90909,1.5618
81a18de517a3336a,1.33333,1.56818,3.5,2.48
5a2b86570110191b,2.0,1.51546,1.83333,2.66
189b9af881b96de6,1.54054,1.47847,2.6,2.72
e492dc60d8e44866,1.2,1.15244,4.85,5.63
0366e183296fea07,2.3,1.76336,1.66667,2.08
1ed550f094ca7745,2.7,1.81301,1.5,2.06
66f7bb31d24b3b36,1.66667,1.5102,2.3,2.68
f70c817388602681,3.5,3.77,1.33333,1.28571
2de6652160cc7b9f,1.38462,1.27933,3.2,3.81
2ac3ce1f62b3c4b9,2.45,1.68027,1.58824,2.23
5abcf9f282983acc,1.13333,1.12195,6.5,6.6
e0b98f3cf4a7cc3b,3.05,3.8,1.41667,1.28249
0cf7a4593fd44e59,1.44444,1.36232,2.9,3.21
2ac9b3ccb43422d8,1.33333,1.26385,3.5,3.97
4dac5258f22be059,2.65,2.37,1.52632,1.60241
6b9f82291930bfec,1.33333,1.19646,3.5,4.83
7e8fd03e070d0c25,1.64516,2.23,2.35,1.68027
0111e6a64b5184c6,1.1,1.17921,7.75,5.08
989b8d362742f40b,1.64103,1.54945,2.36,2.51
d869eaea38426f06,2.55,2.64,1.55556,1.50761
0e6d624086f7952e,2.65,2.81,1.52632,1.45662
301f230c90c4bd7d,1.06667,1.14306,8.5,5.94
77acb96700e89c92,2.55,2.1,1.55556,1.75188
bf334cb4e63f3430,3.5,4.71,1.33333,1.20284
db3e26d02d790c97,1.28571,1.24938,3.85,4.09
a5cf273faa3982b7,3.12,2.43,1.39683,1.5848
86d57e8ef2191316,1.66667,2.0,2.3,1.81967
04f32bb0c0d3a8cc,2.7,3.14,1.5,1.41322
09afa6ce4747a1a2,1.76923,1.40816,2.1,3.0
77c78d0a71b10692,1.5,1.62893,2.7,2.31
1f922cfe6178e830,1.90909,1.76923,1.90909,2.07
6f22afbc5f8e0bd3,2.7,2.8,1.51282,1.45249
93da91272d4a7ce3,1.2,1.24213,4.75,4.16
65ce9335b93d9c57,1.52632,1.53476,2.65,2.57
40707ddc9fdea500,2.05,2.42,1.8,1.5848
ff2e4b411f695017,1.58824,1.95238,2.45,1.86957
7f93b2f38497caec,2.55,2.57,1.55556,1.5291
bee95769a221af9a,1.66667,1.49751,2.3,2.67
db026ff6eee4d174,1.5,1.75758,2.7,2.1
523815acf1bb2420,1.33333,1.53191,3.5,2.56
5c3c4bcc6c746ca0,3.1,3.35,1.4,1.34602
69f39e5d959311b1,2.35,2.96,1.64516,1.41494
d325a1483d78ae75,1.44444,2.15,2.9,1.71429
2d36e2c10ee349fe,1.5,1.45249,2.7,2.79
f4d8266a42a41dff,1.53191,1.53763,2.4,2.54
cea6760d7bfbe19b,1.55556,1.65789,2.55,2.26
1b204fc28bb023e6,1.47619,1.4717,2.8,2.73
1e8c33b1917fe1b7,1.14286,1.07675,6.0,8.83
4011cdf1f182804c,1.36364,1.26316,3.35,3.96
1f0d4572e0facbea,1.45455,1.57143,2.85,2.47
144cd3f62591a5fb,2.25,1.38168,1.68966,3.12
11f65de5348e4bc4,1.38462,1.62893,3.2,2.34
ecab8b8b36727b8d,1.74074,1.5102,2.15,2.63
fd7421f421e802bd,1.5,1.37453,2.7,3.17
1779cc4ae925df01,1.625,1.56818,2.4,2.47
4e9d76ed54f1f352,1.22222,1.3096,4.5,3.59
a346180c8b109469,2.05,2.44,1.8,1.57803
a1a5d06b0e7ada62,1.47619,1.57803,2.8,2.44
2d9d966e0e8df232,2.9,1.89286,1.44444,1.93458
5bc31abb5842942a,1.66667,1.31646,2.3,3.53
dde7d29cc443e263,1.66667,1.71429,2.3,2.17
1c51f405e5c46572,1.35088,1.19493,3.45,4.89
0221982930283140,1.2,1.18519,4.85,5.09
2d1ac675e6c1e6ea,1.66667,1.53763,2.3,2.55
a3ef3d05ddd80a94,1.41667,1.47847,3.05,2.72
5ad8aa57c8d69680,4.0,3.54,1.25,1.31348
8cdcdfb76d1670dd,1.33333,1.2457,3.5,4.14
7ed9e8f3258446c7,1.71429,1.5618,2.2,2.49
fffdc57255274be1,1.11111,1.08969,7.0,8.04
354dc211166a3982,1.57471,1.27322,2.49,3.87
911b73db91738da6,2.11,1.96154,1.76336,1.8547
f09c3d8a26806761,1.90909,2.05,1.90909,1.81301
fcf385ae75191b57,1.30769,1.17301,3.75,5.27
1d35e4c0941d1397,1.64103,2.16,2.36,1.71429
5c962ea13cb9b937,2.1,2.26,1.76923,1.66225
256894b49303537b,1.20408,1.27473,4.8,3.84
2208b9f471a201d9,1.625,1.54054,2.4,2.55
4f672dd40867d8c6,1.28571,1.29851,3.85,3.63
da22d5a717ae9e35,1.86957,1.81301,1.95238,2.01
ec03739c836fadc8,1.43478,1.57471,2.95,2.45
ca2672e68fedf4b7,8.0,2.86,1.1,1.43668
8b7bc2af1e15b668,2.1,1.90909,1.76923,1.90909
16dbe70eb7007f17,1.54645,1.2809,2.58,3.79
a37a6b6f9551a6e8,1.4,1.35461,3.1,3.28
28af78600d6580f1,1.33333,1.22124,3.4,4.46
51a12878b151d67b,1.37736,1.27778,3.25,3.83
636fd144716a3084,2.4,1.59524,1.60241,2.44
22fc6b3f4e48cfa3,1.22989,1.2008,4.5,4.79
d6d034e98ce85246,1.41667,1.4902,3.05,2.68
2b9daf452ab40b9b,1.05556,1.05236,10.0,11.17
ec490d4224d3bc78,1.66667,1.56497,2.3,2.48
a69afe4a88c0ca12,5.0,6.81,1.18182,1.11561
c2fc4c1e0c769655,1.66667,1.43103,2.3,2.9
009feda296ae589c,1.90909,1.8547,1.90909,1.97087
c29e2c49e1e417c8,2.28,1.64516,1.67568,2.3
0eb16f1307f66a11,1.55556,1.37037,2.55,3.19
c3b9b97467f828d1,1.41667,1.31546,3.05,3.56
cd20dac4daa4f93a,1.22222,1.22272,4.5,4.42
ee2354d638c078fd,1.4,1.45455,3.1,2.8
c483ac06b1e33c3b,3.85,3.12,1.28571,1.38314
90a83875e1d11238,3.35,2.97,1.36364,1.4065
019b4d006800504b,1.33333,1.25126,3.5,4.06
dd9cbf6d6284de26,2.35,2.46,1.64516,1.57143
5e9c027fb24efc2b,1.36364,1.369,3.35,3.34
13f5be7a2ea5577e,1.28571,1.18018,3.85,5.13
cdaf65287d9a0ecb,2.05,1.90909,1.8,1.91743
f40ac11da3bd7f8e,1.125,1.11099,6.5,6.96
533984c3ff4b4858,1.36364,1.53763,3.35,2.54
6068385c48de6801,1.4,1.22989,3.1,4.31
8a3e7085e8e5a6e9,1.68966,1.54645,2.25,2.52
938c2c71b84e56ff,2.1,2.69,1.76923,1.49505
71ea7d7985dad804,1.2,1.22676,5.0,4.4
678d27af287476f8,2.6,2.51,1.54054,1.54945
3165b03ddc6d3b6e,1.5,1.39526,2.7,3.03
bbc76ff9e1b1b142,2.45,1.74074,1.58824,2.1
28e3d939eb043664,1.33333,1.49751,3.5,2.66
780147f2ed2637d1,1.30769,1.3663,3.75,3.16
d7022b6058dbb26b,1.35714,1.24814,3.4,4.09
0810cdbeb9dd4d02,3.5,2.53,1.33333,1.54945
355a2f4090c0ca31,4.3,3.18,1.25,1.36765
69bc7ca8ce831731,1.15385,1.28653,5.75,3.74
e9d5ffcacf7d8757,1.29674,1.45872,3.77,2.77
46c67efd68a0b15d,1.39216,1.369,3.15,3.16
5311298f79414125,1.67568,1.64103,2.28,2.3
96eaf07b34538b8b,2.09,1.58824,1.77519,2.41
47a5d4bb68352055,2.9,3.04,1.44444,1.4
7ee8b91d7f80f8a7,2.8,3.13,1.47619,1.37879
947ea1122c04ba18,3.8,3.34,1.25641,1.33784
69f67a4a690eb15d,1.36364,1.37879,3.0,3.11
dbf8a4b0870a47d1,1.22222,1.16779,4.5,5.31
420f7e6530dbc727,1.36364,1.67568,3.0,2.23
5b71958ee063a6e8,1.5,1.59172,2.5,2.37
74fef059e229d217,1.26667,1.34247,3.6,3.32
90e46589a18064bc,1.3003,1.19305,3.5,4.86
743a04674ab72ee0,4.0,2.76,1.25,1.46729
9541cf21e031354c,1.5,1.45872,2.5,2.78
8104fe27bdc46914,2.4,2.85,1.53191,1.43668
c4caa8a4f32a0eed,1.95238,1.57803,1.8,2.44
3c4305abc2e302d0,1.6135,1.66225,2.25,2.26
b4e2037f180c1e0e,1.75188,1.67114,2.0,2.24
d54ebd2a3435a357,1.86957,2.2,1.95238,1.68966
319b96f615a0a154,1.66667,1.48544,2.15,2.69
89b96bc5f3e824c5,2.88,2.24,1.4,1.66667
8b341eb556c97c23,1.36364,1.27778,3.0,3.8
a0bc695b35f155f1,1.5,1.63694,2.5,2.3
a8a4c9f98ff73839,2.0,1.68493,1.75188,2.21
c81d1facf185467d,1.8,1.68493,1.95238,2.21
d918da575ee1bc35,1.78125,1.9009,2.0,1.91743
9f7c28381b6913c8,1.35088,1.42194,3.3,2.92
8c7b5b21b3532027,1.28986,1.29412,3.75,3.63
f329bd89e375d6df,1.64516,1.74627,2.3,2.1
4b12a4b48755cd6b,1.2,1.25381,4.75,4.03
0f24f3bc1b39ea45,2.44,2.63,1.53763,1.51282
