fight_id,rd_a,rd_b
6ce1b33bccdfa676,240.46,350.00
66a99e85803efd92,281.26,214.64
336670b46f343d65,245.43,256.68
7b13fdc889028e66,98.06,169.55
af51920a3e176995,159.57,214.62
4dc03e76536b85e5,179.69,116.03
fef6b147d5fb90bd,165.94,109.74
aac887ea8a83d7a4,195.92,102.49
fa084335b5f87627,184.00,145.34
95d86cec2a7124b3,265.44,290.42
563adcb4abd48f6b,350.00,221.02
e706a0fca8e82288,350.00,265.49
b8e1a9db956e245b,237.29,350.00
5df777be98ea09de,350.00,203.95
46aa72d0ccd2be0a,350.00,247.70
d67dadf630c36f18,170.27,290.40
5aeac72404dd7c6d,350.00,192.24
bbcb7b5ca439bebb,171.11,238.16
9166d2f99369c06b,267.33,110.46
8456a02bd3621837,178.44,118.56
c3b1653fb5e101e0,350.00,350.00
a605d4153c7dbd84,175.26,230.47
5b2cc17158d77f07,271.89,350.00
d3f9262901219944,158.96,247.84
0d857bd8245f9d31,240.02,280.45
a95be3943ea0f691,208.34,281.97
e37368ff2a7a71f6,350.00,158.58
b3bb90f5a2aa0d7c,206.32,247.61
ca2b48fd007126e0,182.89,290.39
d9834a03626a3c06,178.67,156.89
c0a5eeb0be0049bb,142.26,149.54
1019f330bdecfc65,179.01,199.63
0aa5be9d0e75dd42,110.54,141.12
79e7b986601fdd2a,350.00,350.00
3a8baa48c9b30d47,164.47,229.91
3e610c7a2ab31acd,350.00,207.26
676590832dc86748,350.00,250.71
9ad2dde9c35d3cc4,187.99,181.34
e0ca5ac323768da0,124.81,127.30
fecf9c7a4e965690,173.68,154.12
adede42d4c20494c,140.15,121.10
3fc3179cd800128e,128.53,181.56
a41ba2624191bf23,179.37,109.07
e1ccf09c055bac01,350.00,180.14
f11ca082c924464c,350.00,246.29
58b7b23b46f4ccd6,192.10,236.78
2443d8aa86f0070d,290.42,169.00
ed9d7d85a5ae06b1,290.16,139.07
c9eb00b7efdc7559,350.00,350.00
2a5fd0e2728967a5,198.00,113.69
fffa21388cdd78b7,123.59,137.82
eba86a4ea6128840,203.48,350.00
ed53922429a19c99,117.20,184.27
340d5e6f22ff6ac4,314.96,104.86
e7cb40d82d987b9e,298.63,127.96
0bdc4e7ce6687367,132.02,142.59
46c89e7e886cdc5b,290.48,196.35
ce9e10ad39976287,213.14,350.00
0051d7fbb7893d27,120.18,253.52
5364d1537fc7d5aa,286.98,290.39
6fbd9d599d638106,290.42,179.99
22fdf7a08691db5d,245.99,278.47
4c0718f12ca664bb,200.90,242.06
2a50b91600e87994,350.00,122.56
a34dc365302238e8,246.27,270.32
c33671cab408184b,221.56,191.33
b25662d83e6d4c3b,131.79,100.02
49d065270f57ad99,106.35,121.17
20a83369ee44e1d4,267.66,350.00
6017ccf5fa09da34,155.54,244.05
ab18079c7c0040fb,109.61,287.04
ef97cccf28cf00a8,283.68,142.54
add991cb839af4ed,286.98,290.37
ce30634422a264f9,185.98,168.70
dc3deae609874677,210.28,151.79
2bcb1b0b05e2c739,264.09,258.36
0cd79ea89d5931d0,223.94,247.62
dbc3afd71525c83d,256.50,241.84
b35f2071e6dd4b12,272.22,201.52
4c257f69fb974088,290.39,256.46
26e876df6d498657,290.38,160.67
5cce3bc28ddb158f,350.00,269.66
2dd0a47f43dfe8f6,350.00,183.07
ee4d086121100177,120.52,209.84
e9bc416752cadd29,350.00,290.58
0a70601cc9f2426f,219.55,215.20
2e042964c6498e7a,108.24,222.27
389c844a1a56177c,287.05,350.00
8de959ac3c3eeb85,271.99,136.29
c6c37a9e8990baba,289.69,139.60
2d57ce76f7922ed9,254.77,233.49
1d34e2f80cb91188,107.38,137.06
d8b864e673f53ec2,290.42,243.95
55f4c3598797ce6f,350.00,256.96
a4d7e8241422ed41,223.03,350.00
9cc0582c703637aa,199.43,187.67
9bec9d2d0dd1d7f7,118.73,170.17
e9ed827818e8cadf,149.00,125.22
67222a0d79c83086,129.20,116.80
3081e6e1bc1235a8,274.78,215.49
1f5c71dd2a0672ac,231.64,97.57
6c1fa30e1dd38c0b,158.29,148.32
25cb0e15dfc8deb3,101.27,127.68
7ff036c99621eb1c,98.19,123.64
c9ebbba18e4e1e84,350.00,350.00
64e1197b8d5d0706,232.21,350.00
2b5058614b56a898,350.00,350.00
e9ec16e4e7cfb120,350.00,185.92
b186f4778257ca6d,245.02,239.00
2a940fac11da404d,350.00,350.00
1b7bc992c26ac10f,350.00,350.00
a072ec605bebe5a8,350.00,350.00
fca7fbd0bafc480c,350.00,350.00
f0815638f558968d,103.81,115.49
2389557cfa02df78,350.00,350.00
678eb77df5589eac,350.00,350.00
e14b4f2c7b36d0b9,350.00,350.00
e982a2648d69fda6,236.95,171.81
b951f2d4080ef172,160.36,162.64
39efb868dbe7e311,350.00,290.39
adc1b34f6988bd68,290.44,260.19
45e6eec6b35d7dfe,245.37,127.10
bfc321f0b0a7bf40,114.46,155.95
b568f3700aa2c1f7,120.55,152.84
fe52c91f751e8db6,164.71,208.77
0f215b143e08f425,350.00,212.67
4618dcef2dc6250f,237.69,264.11
5929c539190c8a07,107.74,162.22
5ffccdf4af20dc0d,350.00,169.98
f5fb4435faf1ca04,227.84,270.83
a5c76ead1a2767b6,161.29,142.56
c1d2ce95229cdbd9,254.11,152.41
319d75c21fbb5d3f,120.17,117.88
631f0721b3fc56dc,151.81,122.97
00566b4d89565373,156.91,164.50
e6663b2c16df6191,151.50,162.17
27635cc4d9fcac98,216.96,257.86
49c0071ae52fc83a,290.42,223.65
a6e494c82d136172,144.43,231.75
f1a9c3187855155c,108.82,140.62
b1fd21231f0604e1,141.24,95.93
11706648d34ff3e8,234.67,103.25
5e4f358e0bcc2f15,150.46,173.92
39be68189f2d5074,116.20,180.27
a060b6b0dfe275b7,149.40,175.83
315968a74789600a,290.48,290.45
2a17686c6b5f334e,156.42,140.38
f7bd56e197bab2a6,350.00,350.00
eb82e95ab678f8bc,240.88,350.00
181429d8227794cb,350.00,350.00
e2bb4b8ce5ada2a8,350.00,350.00
ab8722d48a5a447e,350.00,278.30
4b69545737f1902a,173.34,350.00
221cb15141299346,273.66,350.00
74edd53297a084b9,350.00,350.00
07d1d120dab41893,350.00,350.00
3ff7d02ef633ee22,350.00,235.78
6f3e189c393c0e09,350.00,144.22
1143d37503a9527d,290.52,290.37
c2f70bd2fc1bac73,350.00,270.21
94608c62dd497366,275.04,287.60
3b8b70b448b0c604,278.74,264.05
bbb810f50d60b31a,175.37,186.19
fac335e6aeff29f5,116.91,196.08
eea06604a47ea9a8,203.74,285.48
7e3609b672c7ecf9,228.35,241.79
55139052f4641670,165.80,178.38
8d6392d59e1ca099,152.69,231.10
0f3e6876516edeaf,312.67,146.42
e53c8a20819f9be6,283.27,290.35
ea0f7fe570c1533f,350.00,350.00
3f1d1bd33a296f26,173.47,209.65
df7cf7ef41eccbe6,210.90,272.83
80cb366cd1e54aec,218.55,227.51
97ad3419f2029ba1,185.80,168.85
6a7f68feb5c0755d,167.85,285.64
6fdcd1caa0e9d239,106.15,141.15
ca8e482388e7ac82,122.87,269.01
77d82e8a220053ea,172.05,113.22
7fda79ba69b06c0b,137.60,190.05
7a91b26b3e231fff,214.43,350.00
bc9dd73e0a982c08,350.00,350.00
131732f248cd2829,244.70,350.00
b51163f358495b41,227.75,350.00
c145e4b6206d4c18,161.86,205.15
b705fb146638d859,155.86,350.00
b9be2e52d02886e2,290.38,150.62
fe936088ec4dcb0d,216.32,154.51
a851348faa460c2d,233.42,184.40
651bdd9e17a58c5d,217.86,100.48
a3b37f8ea171b962,171.05,196.69
4c9047d1c1bc1e29,169.28,146.12
816119e4d9d983b1,350.00,350.00
496a169f4c9becec,228.53,350.00
8619c3cde7dd4e15,190.49,210.45
01d4d1d8bcb014cf,184.88,267.28
ea60fdcfd423a15e,182.20,278.60
420114bb94080b3c,220.34,277.35
cfefbf79340d3346,242.59,233.64
b96e1222eb1a0faf,144.76,213.99
d0e084b6345c5af0,256.29,287.04
dadde3eb4e5f43b4,163.85,350.00
ffbc12e4f821ec68,220.48,162.66
aa11f2375ee2118f,103.19,290.48
328ae84bf2af537e,350.00,350.00
dc28c6e66f333d2a,190.65,161.53
1a8b815679bc89b8,262.02,290.36
41727d51af72b1d5,350.00,350.00
faaa7340f4ede814,170.54,350.00
36630b8c820db52b,245.43,350.00
ab0d6346b7938a7f,192.44,210.48
9988ff4d4197663b,119.31,160.11
29657325bfc1d590,142.14,107.19
b1a033020bd6d3f3,233.91,350.00
654127f5b9140be2,260.64,290.47
2ebe2ae9b4812f0a,350.00,350.00
36d4e8f650539bf0,350.00,350.00
3fa2e753afa0bdbb,177.89,151.56
c53a5dca56870ea5,350.00,239.67
57ab45aa1ebd087e,169.84,152.56
82448697e7a44028,140.54,166.01
0fea1cff62e26b46,350.00,350.00
e38d7761a92e1bf9,122.96,154.44
443791a8c6790cf0,211.82,222.06
54845ec0646a9bee,283.49,350.00
4911fcfb1b28faa5,350.00,238.32
406154260435c65a,237.56,350.00
6242126d8d06a7ca,290.49,160.66
0b3c3d363c82835f,230.96,287.02
b5be58e7fa1e7439,159.69,350.00
73f55778c5c55c2f,132.17,100.08
742fcd610f344810,133.46,196.35
543dca66a449d9d5,270.65,174.46
8f979d206eaec468,350.00,233.20
0175c0d2a98576f1,290.37,233.65
364ed6aecfc8d16d,350.00,212.11
a5f39e8ff1398269,290.37,213.45
639013929b61e834,172.49,197.78
99170b2f2496e479,248.07,290.37
56b57d076f874eb0,257.57,114.28
2d050cb1f7d8789a,247.04,245.30
427a10db0406cfba,175.48,168.15
d4d4aded862ace46,195.01,103.39
ba38b96f39db78c0,203.99,131.34
cdf58f62e289efec,117.74,150.64
8f120352072bd5ed,193.27,350.00
8e87b33bea7c5da9,350.00,280.96
5464d7ccb4177464,194.56,256.60
a5827bfce19e63ea,212.19,161.91
283c0b3b7e425252,283.55,185.19
995f0dcdcd5fe43c,197.76,158.89
fcb3e9f89987d519,241.18,290.36
98cea844501261a9,158.88,243.69
671048cd1933855a,290.47,217.99
eae8d2c30c0bb499,130.19,220.60
981e2f5a8e46a1f1,128.95,116.74
ceac6997d22f2f3b,175.73,216.32
f7fac3df5c6dc91f,350.00,350.00
a523ac02533f8b4d,139.07,242.28
f524520a7fe0a8b8,290.39,290.42
beed8bc1f800de8f,161.31,258.77
8c47c4b9503dd5b4,212.69,138.17
a2e1e35e4e84e08d,106.50,290.37
20d732758337f0a5,124.22,132.84
d2519c169f3039ee,216.30,350.00
e532ef88b8cb26d2,350.00,350.00
01c67a3990800dc3,350.00,350.00
a7aac5f6b470ddaa,125.03,350.00
3427667c1a265fe5,143.16,218.81
f0b117394e52996b,175.74,350.00
2e8d68b14dde981e,350.00,350.00
3406cf3e28e30d1b,241.24,104.79
3e6b5cb3c37bef3b,141.29,214.08
0dd560fbcae2244f,350.00,350.00
273f9520d75f3dac,350.00,350.00
1a6e7e7c98886198,123.52,166.27
3a5b53d1123d9f7e,233.61,103.48
a283975bf9355757,350.00,350.00
70e0e57a6755e31e,350.00,350.00
b36362f5db72abee,235.56,350.00
73f72edb86c82eef,219.19,350.00
7fe2f0213d641540,204.66,350.00
3808db1e982cb103,350.00,222.36
f8c9a597f719d75c,214.02,253.57
220aa11288e919c6,106.12,148.76
9d1722fb8b83a92a,178.21,113.80
f5445d367e7dbb2b,202.88,144.66
4e3ccffe18641d9c,119.27,149.09
e446c5e4a8b8d189,260.66,226.66
a9660625bab5d4a3,156.16,141.57
82f00e723ed5f6ea,350.00,350.00
e4fcad8261083dbf,134.47,139.43
c3455ba522bb37eb,281.45,290.39
23861a2085ea34a3,151.82,229.72
553a788a44b8e794,149.96,196.87
5b0cc074c657ebd4,164.84,292.63
484cf23d5110ca04,114.31,287.02
9b10db4499b211b7,261.77,118.41
9a1d57966d8a17a4,127.74,142.04
e332aec001b34f50,107.44,162.33
d6e4d0d62a96a948,273.67,270.65
2b6c2cdccb2cc659,186.01,290.40
687b9b2c11667531,118.64,140.62
23e96ddeb14b5936,241.13,168.97
9a8fedc4fa968bbd,276.62,267.98
8ea70cfd5d3aa5ee,264.93,276.59
289004336bd71d34,119.77,152.65
7d947be4c15ebe36,149.71,278.67
4ceadad9c2dd0a87,205.83,350.00
107079f548338ac3,198.67,196.41
3ee1a3216cf66b95,161.56,176.10
2d14f73c374f2875,142.15,199.92
f8cceeabeb2afd4d,111.22,157.45
b56fd6eb7d0b6083,350.00,350.00
8d98ccae1057815e,175.25,350.00
11d2b546c8533c0f,247.67,159.78
4ead27d52c14697a,221.76,209.15
ee0075e188e87e86,290.41,218.53
002c1562708ac307,178.43,281.27
1789d630e31e9c77,202.27,170.92
164eb9071caf3fe8,224.75,145.48
f9a59f7c67fbce01,149.86,185.06
c3e3d5ef06a45616,143.62,125.70
2f6b63e8ec62e3ca,222.33,122.22
edcb573f1462846e,154.11,155.51
f132535656f28648,285.26,350.00
2baa02e0df86b566,350.00,350.00
ab27a211bcb9550b,350.00,350.00
47bdfab3cdcdddfd,187.20,194.43
e64310b89b54db3f,350.00,350.00
e886e22d31bc96c1,208.81,350.00
c556a9d615f11483,269.65,290.37
2133f8798f089140,171.99,161.84
c16b1dc7577fc31c,270.26,131.26
5b6405eeb6757637,229.27,290.41
4041e280dc113323,237.69,290.37
042fee3d05e105fa,350.00,277.40
16216dcec4a48768,290.38,199.39
0b1af005a5f25561,350.00,267.74
a104c62f69ce47de,196.81,176.67
3618e0e165190576,274.10,220.71
f9109d1e7c4ff9aa,103.78,350.00
0ecbb881c74a63f5,125.20,153.14
bd0497a410822291,350.00,350.00
5d7c91acbcddda2f,259.11,116.19
c16454a3205506c6,350.00,350.00
09f9849d363433a7,156.46,149.81
0c2a634606639d71,309.74,350.00
5eb07bffdc8b7acf,231.93,350.00
d02ac0447fb2a7a0,151.37,260.37
6597b770486021b8,197.43,202.45
6eee347f75f223f0,232.27,227.48
410e3163827d6d3b,201.19,188.17
6ff8fff0fe2a3cd9,251.56,109.76
b97d2f97d109cfc8,110.00,205.29
dbc35626d0f0576b,191.18,187.31
8d7ea177efadc718,100.83,131.82
753004dcc9c53eb6,131.30,222.77
357ba2f1da89031b,350.00,350.00
2d7ead5ad0952423,350.00,212.79
a84d032d7d217427,290.40,350.00
5fe5c8cb69d8825e,156.57,163.55
594ce25b9e16c7ba,350.00,350.00
7767149280471f2a,290.40,207.89
db747a157e1f264b,225.06,167.21
f3ebce624bb154ae,125.63,134.77
b72c19b80fb47ba4,111.73,236.08
de65739f00350c58,132.98,182.22
933660cfab154f1a,141.80,203.86
612333aaff795989,350.00,350.00
25a28456f684503e,206.98,267.77
f3fb4be38377e1e9,276.03,350.00
ee532a38a0b93127,350.00,350.00
47cabf79c3340581,251.82,296.00
2bb2a2652fe38809,179.67,350.00
4eae10815ebe78e3,290.38,216.14
eb13a9d04dca676e,290.36,290.36
cbf36e02c68e7719,350.00,217.54
2977a9b5c30d89c1,290.42,350.00
9afda67fdb4d7c07,350.00,350.00
70e49c90d012de66,350.00,350.00
7d26a6b4b6845e1b,227.61,290.52
1f65f03f1225e061,187.34,290.40
2c8d1f5bb73a812b,181.45,223.54
a4759c52378f9d1a,139.35,155.82
12bf24fa110513d0,192.16,169.10
7962611f2adbacc0,248.20,192.44
0dab467898de22c6,211.94,226.01
bfcabf1ab823942f,110.44,144.30
46cfb41b00cb5ad8,152.96,103.17
629655f9b898810d,290.55,350.00
6445b14dbd24ac25,275.49,350.00
c576e311ea337a32,350.00,136.88
2e8058fb2344ae3f,290.43,137.26
f206143bb9347444,178.78,209.95
27c34f7a7e1c4d67,137.70,158.59
9cba1f0cdf10a8e5,290.41,205.44
f560035058bdb18b,202.79,248.02
5da7d95051699adb,228.85,223.77
f966ed41316504b9,146.81,102.52
a6245f48fc60bc6a,350.00,350.00
e7318f41bce58b8c,350.00,350.00
1117f90ee81e0bbf,350.00,350.00
2f91307892d163ce,220.02,350.00
8fd355e482806ca7,290.41,290.38
94371d1af8aab471,272.75,233.51
de17a01ce8a0c654,215.59,262.95
e7081f3a0a982f9d,290.36,350.00
14a59abb3160ddaa,350.00,350.00
8c5785de472dd9b2,350.00,350.00
bdcb43bf1daa790b,106.57,92.25
5c30f6535a08d598,350.00,350.00
635ee9448fe2ddaf,290.39,350.00
02a183fa803a33fe,290.39,196.17
9fc7fcbdb6587265,290.37,247.77
b0271fa12935bf88,93.90,231.97
0dff8509f6a861f1,216.22,276.68
3c06557ddd86f8e8,170.74,240.15
c1bc2a42652f685c,215.05,173.58
a822be2a017f329e,111.37,290.70
4e7c06f8b2b8c24b,139.12,112.57
c8998aa536614a5a,114.61,113.54
e554e9910cb83d49,350.00,245.00
f6d6b660e1578744,223.84,217.74
c805552171b20b68,214.57,235.25
f3a970c83d8de1db,350.00,350.00
b2457e9da89967e2,262.01,211.82
85a58685504c63b4,237.07,350.00
611ccad0fc46ba51,198.42,249.65
0836a9bdd8942bb3,189.16,153.16
ab3820fa9944bd22,207.79,237.85
1e603e6aa6d1a750,237.72,159.25
55b3724a98c0469c,280.16,148.63
f29ba17d818d4fac,350.00,350.00
5da651d5867cbdfe,350.00,350.00
f9e672ec431fed3f,350.00,350.00
fe6b45e7210bfa8e,266.13,350.00
35cdd5e50d30f26e,178.13,273.61
2e23e7ab6217c034,266.52,152.19
17dc833cda860933,201.37,150.14
23124e6f3e7aa37d,217.69,171.72
1258b6f1cb5eed64,159.39,104.55
1f63949591ad61bd,122.65,155.21
677910683d0fd88b,135.79,107.52
99dc6aa635a9cf98,350.00,350.00
49d8fc8e4aee9b51,188.16,350.00
03ba4f9ba7c934ad,245.00,350.00
a0e4f43827aa81c4,186.75,229.75
6989466d287b4a57,117.02,178.36
2573a9a722f238f4,152.58,290.38
5df4632f6238e612,350.00,139.48
852442b380088fa5,115.21,138.24
efa3f3c8945cad0a,124.70,110.88
db209b782f35e0e6,109.23,197.70
01be9ab42f1fd8e6,224.21,350.00
63e4cd10ed47f1a8,350.00,290.35
bb9c60bc6924f373,159.77,350.00
fe1130f34dea28d8,290.44,350.00
b2867869d4eb98ce,280.56,263.29
4de8b5898e1a23c8,350.00,290.41
53fe9da9fb8d4f88,220.00,290.42
e5cf527ed3963a0e,350.00,198.59
954362efa4564d60,170.21,248.91
d0ee52e17db605ab,350.00,350.00
e8f6232d12d52b58,290.38,238.49
2d323659e430bc92,290.41,287.32
20f0129fc4861674,266.40,350.00
2c417643d6de6f04,350.00,350.00
56fbc2a376569c13,156.09,350.00
0067048aaa2aa2da,290.41,350.00
735ed861dee80d25,134.62,143.51
7cde85d46dc0bebe,164.38,117.97
c7765a3255701267,202.92,114.85
a57b9c636ac198be,101.38,215.57
351532f2fe6804d1,107.51,125.98
788c4bbf925cdf40,350.00,350.00
c303b8a07d0d06d2,290.35,273.34
bd83e4a6f216230f,211.16,178.29
7cfb05c08ec91525,267.42,350.00
1748b2b5aabe23a5,272.93,153.07
8452ff5ae6316931,243.05,350.00
ae0b5ab5bc4bb6a7,167.90,128.53
e8c16b26a4bfe163,145.21,350.00
7ba4a04673307cc9,242.00,290.44
603b0b1fa3ab8f20,290.39,350.00
98e21492b6bc15d3,142.48,132.82
1c980547431ddcef,189.37,184.07
839c8cd7b1a32c7c,170.78,223.49
c9733393385105cb,116.10,181.00
fd4d5685c2e207b5,132.86,256.41
1520290d28b75b53,165.97,192.02
80faf0c138d20999,194.86,220.42
6f19f24780c4f23f,175.75,200.97
972b0643185b2570,198.20,128.28
e79e3ee088b76d46,158.66,284.99
ebb9eeac1faf73ed,290.44,252.29
7580c93fec606442,183.25,290.36
2798c746fe93502a,224.36,350.00
36c2ce10809f17b3,158.58,240.22
033e4538b9014f91,286.64,350.00
72d2ab073f4120a4,240.13,153.51
246f38c7855a6400,92.97,208.20
61c9bbeb2806534b,121.14,185.53
284e05afc9479620,171.75,290.36
3dd55cca2358a511,350.00,217.93
a4398b9257a93d78,243.68,277.39
de2dad48d95305d7,218.99,273.05
7690e946d9d81f51,234.74,166.46
b516beb27416e492,350.00,150.60
c2a36e996bba3a4a,237.88,273.68
26cd506de4221057,241.13,290.40
36d9d7e331e6b589,227.74,350.00
1e797ccd275a98d0,178.79,132.73
5ff0c4c6006f0873,172.47,144.17
ef3c1a2ac6510d26,154.11,118.69
a49706a6edb0c5c3,133.60,251.11
9c0721bd410e7a0e,232.04,212.11
fc45644c62643c71,155.30,132.44
fceab09944a65840,175.25,119.00
65f4d4f44e6e73f7,179.87,194.19
72656e864ca1c972,239.64,140.90
b1b82605646eb850,290.59,247.06
3e3db8c37096c260,183.39,198.14
6bcea00473e43a59,205.53,135.50
64eb4ae171613218,109.97,350.00
79c2461046e17eba,134.74,143.05
1cad3dc6d7eccdfb,250.23,281.42
75a88258eb967e0c,290.44,245.33
4664432c0d592411,236.98,350.00
23692b9936363da3,244.27,350.00
17bb1e62772ac5af,350.00,275.26
6c62796d9b7e94a0,242.51,205.95
4e981b587c1012dd,350.00,290.38
63e21ff20866b8fb,290.36,238.06
2d1f8ee74824f983,290.41,272.28
24ac3d1bee1610ef,108.96,350.00
88933cf1edd83034,141.91,152.40
562d3261ca7bdf01,199.17,298.16
2d13778322a8af82,201.60,350.00
5563d6de0b4c4d65,207.28,350.00
5e07077e84fc45cd,290.41,290.39
5ed0027812582ad9,247.07,278.65
7e25199be406dd7b,290.41,238.20
699a70c8fb3c0273,350.00,216.44
20af0f55d226f320,290.41,253.65
ca16e203eb2bde60,150.24,191.18
06fab49a307ff3d2,164.35,181.02
da26301ae3e7a9b1,110.52,187.94
64542fe846b9aea9,126.72,289.16
4cc9ef5e68009fd4,242.80,171.44
2a44035824303dee,290.37,350.00
432e57033ceecee0,234.73,173.83
a90fde18a088f99b,207.15,143.95
502d7cb01921170f,233.13,234.72
d1b2ce8ee57307c0,159.19,240.28
852223ee1a2d0a74,200.83,223.10
ffd3e3d37cba32da,132.92,196.21
2bfb60face19904d,143.80,280.94
06854105c3503075,134.83,150.80
7099374e91f9283b,161.49,143.03
c3d336f9aabc9fb6,189.35,248.22
3a7d76e3c0b503c3,350.00,244.86
681d77e5d5c0f0ee,239.38,247.57
0f0473dde4b873ca,226.87,256.49
920b8aae22c04f13,269.34,228.57
b1e7100c2ab1ab79,147.76,287.00
2faa7b48b4d51cab,290.39,212.83
3e9f3ce3a01bb97f,176.79,249.30
13c4251fb451f440,176.41,207.28
73954f3895cac499,172.25,118.69
3d741cee0dffe165,215.74,99.20
cccb99dd4ec5c2d6,286.98,290.40
49b05e23e3a2af13,350.00,278.48
207f105716df54f9,234.36,132.79
208674403b0936d4,191.95,192.91
7826c23386a1e09a,350.00,350.00
db9f8144b50227f2,290.37,350.00
fadb129e71d8fc22,290.38,350.00
a3480aa7bdc63c11,274.25,350.00
cbe954d004415b51,290.40,267.08
e8907b881151b79d,174.66,112.19
22f52e3b614e0d8a,350.00,350.00
a788042d4d0c50d4,350.00,350.00
4087bb7b3b1b9e24,350.00,350.00
07f9fc40f1e6aa87,280.12,244.41
7a440fcd8048b091,350.00,350.00
9e47b2a66d0e9315,350.00,350.00
1e1a09bbedf7781d,350.00,251.52
925f745c03ebd638,350.00,274.83
7228398a1ab12183,170.97,146.64
12eec1df1fd078a2,190.22,120.86
03a200326e56d597,144.99,142.84
1a637fbda4bdf575,350.00,274.97
e7859b4e70d4a9c1,350.00,350.00
56a0f335ef05c825,290.38,107.27
e947baa4cad609d0,240.85,285.30
55e9ea18b8a72b2e,285.01,200.44
171af1114dbfc29d,290.41,350.00
a2bd4c46f89f19ae,113.96,199.94
079308cc2efa2e5d,143.20,195.07
2ff14dfede1d02dd,290.39,212.16
033d968f325842e7,200.04,144.13
2f93de8b39ec4625,130.86,191.24
8f9cfe0e283a6ccb,102.91,144.31
bf1a7590c455bc7b,266.93,231.70
2417f4130d707978,206.65,239.04
802eba82d2b6113e,250.81,350.00
60030b35e276d338,290.40,350.00
acc987adeab45bfc,290.63,290.40
c5ae278a05b73db9,132.80,167.18
7e8f4240725316a4,153.95,189.25
58112f9fc0058e68,214.43,245.94
9b1e3d99fffb9c10,133.57,129.14
93b7ae1e0f79d100,167.39,244.80
44fc830a664ed611,127.86,115.02
d643fc29c147d33c,350.00,350.00
a2c28daf0be59fa7,350.00,350.00
ed3222701a8c0521,350.00,350.00
b079f3d5ad290afb,350.00,350.00
54afe8c42e2062d6,350.00,350.00
e1cfe75b3a8fe709,350.00,350.00
fa2bed87e5d6c568,350.00,350.00
d417609ea9670fb3,239.78,191.11
da3210cd829fceb7,203.82,133.83
18ba44e67d5c5f38,131.99,101.18
73c70a628f0ef14b,350.00,350.00
1b23096378482313,290.41,350.00
383f0de18e7ab9c5,350.00,193.75
a4816be2c49e3942,290.42,247.72
7ab72866ff2a6a7e,350.00,290.41
deaeb2383bbd32bf,247.46,138.27
1cf53a0b9db52ac6,154.03,148.03
64f5c4f3f3d8ad2c,158.90,350.00
70d69cf33984d7d1,290.39,290.40
5a346087f4120fa3,127.85,109.76
002921976d27b7da,173.97,124.28
d4bfe75b61d2cbc6,104.52,100.98
2ab2753040f455e0,134.33,149.55
8a6ecf3dc2b17c19,290.42,350.00
b9893ab3bed62e60,166.51,290.42
fb4bce82541b4061,248.26,269.82
9f5c84d05107f42b,203.01,126.86
c26a094aa7ce817e,350.00,213.27
d92abff61b0ff5db,290.42,135.11
317e6940e8bf5290,191.50,350.00
647f6d2b9b784222,145.45,244.91
8040697ea2f36dbd,237.72,214.40
e17c7b239e8d6c32,221.74,290.42
53e818dd5abdf787,146.45,189.87
b57aaf04af8bdd34,100.33,120.47
e0f49380b9d31de0,350.00,290.41
e4a9c93ff23eb5bb,239.68,291.10
b10a94377bce3e22,108.70,168.51
c0ca05832f518fef,148.05,350.00
22e7485bceb841af,350.00,179.69
cee94cd937bf64f2,286.98,122.85
f3100979573e2895,164.39,136.87
f81cd5b3903bccf8,220.14,222.13
b2cda211e0e72811,130.27,107.68
f4d91498ca3f0a1f,109.16,160.22
57385188587c83b9,104.91,191.40
a4a78ec539238a5f,276.03,287.01
4d3cd5ecf4276c92,227.78,290.42
85e57ad2b3831621,269.10,249.97
53d2d2de5c4cccf2,269.65,350.00
2d24929eaadf0351,247.02,279.32
cf38ced734978fb8,290.39,253.70
90e5169190971647,166.34,126.54
6359bba789ce28ae,243.76,178.78
293919e355b362b1,91.52,191.12
837a7a922066b214,184.91,350.00
93569f4876c20488,105.60,120.66
3d468536e8904b93,180.88,107.55
f88fefd5df0ba06c,223.26,256.47
96f09d5db68951ef,290.44,350.00
c740ceb0427b6317,290.46,350.00
ee65977baeca3c85,221.29,350.00
b2398418be9a3442,198.16,239.60
9c1d4f57a997a490,350.00,177.06
c565bf49fce2a4cd,164.76,350.00
eab6e19a2a2a67f0,216.67,185.48
eb0775cf8ee7a4e6,155.80,172.39
c3544bce29be1281,106.26,128.26
c910d2fe570b368a,196.59,118.18
f47a32ec7dfda660,117.92,128.07
6451724f8a836167,213.39,250.96
5b0ebb843af7465e,186.19,290.44
fa537adfb4a7b719,133.78,177.78
c699c0e56664ff11,160.28,171.16
b347480405118de5,190.43,115.53
7fa227a1c5ef2238,209.45,222.01
0a2f344e419bd4fd,103.58,181.01
776a8a645868f616,127.83,111.04
cbb4673397b5e96f,159.02,112.13
d52a5d085bfa569b,150.73,169.65
f4e490d25bd62d39,133.95,124.59
357781ff34a3d39f,290.44,350.00
93ac52a9fdca03e1,202.00,180.29
b91807add93763c9,219.68,290.48
a4badfa86304f799,146.34,264.70
1a3572d1502efdf4,244.08,287.72
dcee56e0cbfacb45,206.29,216.28
60820d105e57d5d6,274.16,290.43
0bdb170e1fef36b6,151.88,215.93
509bd83b00e4ab7c,141.75,113.64
fb5ce6329f243d8b,115.12,221.58
b6a609806d44659f,232.86,290.45
10cff9ac7ce89c28,290.51,213.90
a7ff11c5dfe65e86,266.19,290.43
