event_date,event,fight_id,fighter,rule,live,units,rd_self,rd_opp,placed,stake_u,pnl_placed,open_line,placeable_line,clean_close,clv_pts,result,method,round,pnl,pnl_at_open
2012-05-26,UFC 146: Dos Santos vs Mir,9cdeb62aa9092713,Edson Barboza,GAP,0,1,188.18,247.43,0,0.0,-0.0,-310,,-525,10.49,LOSS,KO/TKO,1,-1.0,-1.0
2012-05-26,UFC 146: Dos Santos vs Mir,b187bdcc2ceba00f,Darren Elkins,FLIP,0,1,201.73,290.41,0,0.0,0.0,290,,235,4.63,WIN,U-DEC,3,2.9,2.9
2012-05-26,UFC 146: Dos Santos vs Mir,cd2a60453f8ac133,Stipe Miocic,FLIP,0,1,232.79,350.0,0,0.0,0.0,100,,-167,14.65,WIN,KO/TKO,2,1.0,1.0
2012-06-01,The Ultimate Fighter: Live Finale,fe1ce9e3a38a734b,Max Holloway,GAP,0,1,291.28,290.39,0,0.0,0.0,-145,,-145,2.83,WIN,U-DEC,3,0.6897,0.6897
2012-06-01,The Ultimate Fighter: Live Finale,1c245dc63a0b9d51,Michael Chiesa,FLIP,0,1,350.0,350.0,0,0.0,0.0,200,,233,-1.82,WIN,SUB,1,2.0,2.0
2012-06-08,UFC on FX: Johnson vs McCall,2ccecfdd7683043e,Jared Papazian,GAP,0,1,287.01,290.42,0,0.0,-0.0,-155,,-165,3.12,LOSS,SUB,1,-1.0,-1.0
2012-06-22,UFC on FX: Maynard vs Guida,00731068c3195f7f,Ramsey Nijem,GAP,0,1,246.95,350.0,0,0.0,0.0,-195,,-150,-4.2,WIN,KO/TKO,1,0.5128,0.5128
2012-06-23,UFC 147: Silva vs Franklin 2,00c20fa576380ac8,John Teixeira,FLIP,0,1,350.0,350.0,0,0.0,-0.0,120,,168,-5.94,LOSS,S-DEC,3,-1.0,-1.0
2012-06-23,UFC 147: Silva vs Franklin 2,1b80d5696c2dc640,Rich Franklin,GAP,0,1,114.24,141.18,1,1.0,0.8,-125,,-139,5.63,WIN,U-DEC,5,0.8,0.8
2012-07-07,UFC 148: Silva vs Sonnen 2,8e7b1dfc608a2ef4,Yoislandy Izquierdo,FLIP,0,1,290.36,180.33,0,0.0,-0.0,-105,,-187,16.45,LOSS,U-DEC,3,-1.0,-1.0
2012-07-07,UFC 148: Silva vs Sonnen 2,21751a3cc69e5aae,Mike Easton,GAP,0,1,256.48,195.06,0,0.0,0.0,-115,,100,-1.69,WIN,U-DEC,3,0.8696,0.8696
